mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_82828,OC1C2CC3CC1(O)C23,2.32472,1.96048,1.49723,1.4305,73.97,-0.2421,0.0716,0.3137,956.7281,0.15968,-422.983039,-422.975201,-422.974256,-423.014785,31.652
gdb_80112,NC1C2N=COC12C#C,2.91235,1.52846,1.28599,1.1571,72.7,-0.2288,-0.0033,0.2255,998.0768,0.112762,-416.75313,-416.74527,-416.744326,-416.785255,30.108
gdb_97687,CCC1(CO1)C#CCO,2.74069,0.80043,0.67254,0.8583,81.66,-0.256,0.0185,0.2744,1702.5656,0.156315,-422.970593,-422.960182,-422.959238,-423.008288,36.201
gdb_110006,OCC1C(O)CN1C=O,1.98134,1.43417,0.89555,4.7153,70.73,-0.2367,0.0283,0.265,1271.7229,0.146166,-476.215871,-476.206111,-476.205166,-476.251597,33.853
gdb_19266,CCC1N2CC2C1=O,3.29983,1.74695,1.29258,2.1524,68.88,-0.2414,-0.0224,0.2189,969.0649,0.141798,-363.836305,-363.828625,-363.827681,-363.868536,28.449
gdb_40087,C1OC11CC2CCC=C12,3.89231,1.24668,1.05176,1.9931,83.38,-0.2329,-0.0002,0.2327,1171.2187,0.160139,-385.848393,-385.840855,-385.83991,-385.880394,30.007
gdb_133263,CN=C1C=C(F)ON=N1,1.55437,1.05352,0.64199,4.5958,65.89,-0.2521,-0.0352,0.2168,1589.4533,0.081963,-494.087819,-494.076274,-494.07533,-494.12972,33.747
gdb_86949,CC1OC(CC=O)C1O,3.23065,0.92101,0.81218,3.2152,72.99,-0.2481,-0.0243,0.2238,1437.0329,0.156312,-460.151506,-460.141621,-460.140677,-460.188048,34.6
gdb_113445,CN1CC2(C1)OC2CO,4.9353,0.80738,0.76404,2.1394,77.03,-0.2191,0.0702,0.2893,1538.8142,0.169213,-440.226983,-440.21761,-440.216666,-440.261576,34.411
gdb_32874,COCc1cc(c[nH]1)O,6.21136,0.7666,0.69775,2.4765,77.24,-0.1817,0.0419,0.2236,1592.6489,0.147217,-439.101205,-439.091846,-439.090902,-439.135973,33.663
gdb_71910,CC12CC3OC(C1)C3C2,3.06375,1.6469,1.6138,1.7608,80.15,-0.2324,0.0805,0.313,965.7668,0.185762,-387.10582,-387.098912,-387.097968,-387.136491,29.934
gdb_46766,O=C1CCC2N=COC12,2.80844,1.79717,1.2955,1.6491,67.79,-0.2427,-0.0394,0.2033,956.7486,0.126639,-437.928129,-437.921152,-437.920207,-437.960132,26.595
gdb_105833,CCC12C(C)C1CC2=O,2.0198,1.53218,1.19605,3.0643,83.5,-0.2342,-0.0063,0.2279,1189.0035,0.181272,-387.095245,-387.085787,-387.084843,-387.129563,35.328
gdb_94720,CC1OCC2(O)CC2O1,3.3838,1.30487,1.11735,1.4883,71.6,-0.2449,0.0697,0.3146,1137.6259,0.158522,-460.147536,-460.139098,-460.138153,-460.180115,33.029
gdb_33038,CCCC1=COC(=N)O1,4.46786,0.83704,0.73847,3.8601,76.39,-0.216,0.0211,0.2372,1550.8737,0.147287,-439.115113,-439.106341,-439.105396,-439.14939,32.015
gdb_100378,CCC(O)(CC=O)C#C,2.28919,1.09129,0.91055,3.0953,78.33,-0.2466,-0.0254,0.2213,1358.0445,0.154107,-422.999933,-422.989228,-422.988283,-423.035843,38.34
gdb_88180,CC1CC11CCCC=C1,3.18797,1.16304,1.01758,0.3328,93.41,-0.2178,0.032,0.2498,1303.219,0.207439,-351.170597,-351.16184,-351.160896,-351.203716,34.865
gdb_83421,CC1C2COC12C1CC1,3.02602,1.27481,1.12578,1.4349,83.35,-0.2224,0.0765,0.2989,1201.7874,0.182415,-387.03773,-387.029079,-387.028135,-387.071005,33.462
gdb_963,Cc1c(cc[nH]1)N,3.64667,3.22757,1.73951,1.4211,64.04,-0.1744,0.0523,0.2267,713.5505,0.126463,-304.73336,-304.72601,-304.725066,-304.764728,26.72
gdb_28257,C1Cc2c(oc(n2)O)C1,4.63107,1.24229,0.99923,0.8917,71.0,-0.2068,0.0304,0.2372,1140.1114,0.127339,-437.929191,-437.922035,-437.92109,-437.960962,27.426
gdb_46774,O=C1OCC2C=CCN12,2.80492,1.90659,1.27528,4.868,68.81,-0.2565,-0.002,0.2544,955.7146,0.1277,-437.93983,-437.933025,-437.932081,-437.97157,26.019
gdb_89233,CC1CC2(C)C3CC2C13,2.84049,1.56597,1.23243,0.1645,89.39,-0.2766,0.0957,0.3723,1131.196,0.207426,-351.13357,-351.125458,-351.124514,-351.1656,33.517
gdb_107217,OCC12CC1C1OC1C2,3.7233,1.22354,1.09159,1.1732,73.74,-0.2516,0.0751,0.3267,1138.4201,0.160216,-422.997136,-422.989329,-422.988384,-423.029419,30.991
gdb_91534,CC1CC2CC12C1CO1,2.5285,1.38607,1.15935,1.4996,82.66,-0.2435,0.0799,0.3233,1174.5245,0.182331,-387.042437,-387.033793,-387.032849,-387.075789,33.355
gdb_116939,CCCC#CCC#CC,4.014,0.45393,0.42417,0.3176,97.0,-0.2376,0.0498,0.2874,2656.0401,0.179261,-349.913105,-349.901398,-349.900453,-349.954268,39.039
gdb_23182,C1COC2(C1=NO)CC2,2.41811,1.55569,1.04822,0.9696,76.15,-0.2266,0.003,0.2296,1146.3795,0.147169,-439.035517,-439.027199,-439.026255,-439.06851,31.915
gdb_68987,OC12CC1(CC#N)NC2,3.38019,1.08993,0.97242,4.7468,73.23,-0.2347,0.0345,0.2692,1224.2963,0.135706,-417.97167,-417.963076,-417.962132,-418.005407,31.982
gdb_94131,CC1COC1(C#C)C#N,1.92158,1.62256,1.24688,4.5393,75.35,-0.2827,-0.0243,0.2584,1093.9434,0.121803,-400.699484,-400.690347,-400.689403,-400.734017,32.795
gdb_38081,C1C2C=CC3C4OC23C14,2.46203,1.7926,1.55334,2.712,78.61,-0.2092,-0.0475,0.1617,943.469,0.138274,-384.701605,-384.69455,-384.693605,-384.73294,28.209
gdb_118073,CCOC(C)C(O)CO,2.23991,0.92699,0.77137,3.453,78.97,-0.2447,0.0727,0.3174,1610.3203,0.203023,-462.557414,-462.546141,-462.545197,-462.594693,40.309
gdb_28378,CC1=NC=C(O)NC1=N,3.17966,1.39548,0.97561,4.22,79.5,-0.1961,-0.0307,0.1653,1155.9232,0.125214,-434.10877,-434.100621,-434.099677,-434.141225,31.304
gdb_101339,CCC1CN1C(C)CO,2.8274,0.97362,0.81498,2.8708,86.71,-0.2348,0.0791,0.314,1521.6528,0.215935,-405.520392,-405.509782,-405.508838,-405.556072,39.411
gdb_101092,COC(C)C1(CO1)C=O,2.36109,1.30938,0.98669,1.7544,73.09,-0.2582,-0.039,0.2192,1252.1305,0.155294,-460.136838,-460.126793,-460.125848,-460.172454,35.314
gdb_13604,CNC(=O)C1NC1C,4.41246,1.21599,1.11637,4.5398,71.17,-0.2391,0.0253,0.2644,1140.3905,0.15345,-381.127914,-381.118846,-381.117902,-381.162128,31.947
gdb_119317,COCC1(CCC1)C=O,2.25682,1.19101,0.91938,3.2022,79.94,-0.2391,-0.018,0.2211,1366.4011,0.180486,-424.213366,-424.203381,-424.202437,-424.24908,35.318
gdb_35679,N#CC1COC(C1)C#N,3.76604,1.02175,0.94092,1.8691,69.5,-0.302,-0.0021,0.2999,1218.5979,0.113908,-416.833092,-416.824907,-416.823963,-416.867444,28.665
gdb_24761,c1coc2c1C(=O)C=C2,3.53779,1.65916,1.12946,2.5965,72.14,-0.2172,-0.0914,0.1258,973.5423,0.091298,-419.461817,-419.455494,-419.45455,-419.492559,24.71
gdb_33557,C#CC1(COC=N1)C#N,2.22012,1.67552,1.22575,4.0668,68.48,-0.286,-0.016,0.27,1012.2457,0.088685,-415.579868,-415.571889,-415.570945,-415.613175,28.498
gdb_27731,Cc1cc(oc1C=O)N,2.25139,1.49677,0.90473,5.3814,81.27,-0.2037,-0.0347,0.169,1235.3282,0.123786,-437.938678,-437.929956,-437.929012,-437.972137,31.878
gdb_31158,COc1c(c[nH]c1N)N,2.05298,1.77076,1.00468,1.139,76.35,-0.1648,0.0595,0.2243,1174.8662,0.148192,-435.270925,-435.261121,-435.260177,-435.305152,35.77
gdb_103745,CC1(CO)OC1(C)CO,2.51851,1.16756,0.92409,1.074,74.77,-0.2628,0.0706,0.3334,1333.2387,0.179152,-461.340837,-461.330076,-461.329132,-461.376757,39.102
gdb_115527,CC1(OCC1CO)C#N,2.69687,1.06434,1.05069,5.1147,72.27,-0.2749,0.0099,0.2849,1250.1763,0.14587,-439.070917,-439.061308,-439.060364,-439.105856,34.145
gdb_24932,N=C1OC2=C(O1)N=CO2,5.42292,1.42378,1.1277,3.1724,58.64,-0.226,-0.0238,0.2021,951.6475,0.067228,-488.674387,-488.668189,-488.667245,-488.705364,23.191
gdb_102442,CCN(CC)C(=N)C#N,1.95698,1.37499,0.91265,3.3666,83.99,-0.2341,-0.0377,0.1965,1340.8459,0.17012,-399.348158,-399.337757,-399.336813,-399.384268,36.721
gdb_12331,CN1C=CCCC1=O,3.17836,2.1718,1.34847,2.8777,71.75,-0.2115,-0.0016,0.2099,909.0287,0.1438,-363.915232,-363.907628,-363.906684,-363.947256,28.12
gdb_60422,CC(C)CCNC(=O)C,3.82406,0.61942,0.57073,3.4553,88.07,-0.2399,0.0391,0.279,2054.47,0.215,-405.600134,-405.588342,-405.587398,-405.639945,40.99
gdb_36206,C#CCC1=CC2CC1C2,3.78805,1.09982,1.01748,0.5292,86.18,-0.2209,0.0137,0.2346,1235.3335,0.159759,-348.688397,-348.680465,-348.679521,-348.721299,31.433
gdb_104292,OCC1(O)COC1C=O,2.14684,1.42547,1.10453,2.55,64.68,-0.2474,-0.0368,0.2105,1138.3289,0.132851,-496.071567,-496.062217,-496.061273,-496.106228,33.313
gdb_121160,COCC1COC11CC1,3.38708,0.92839,0.808,1.944,79.86,-0.2254,0.0786,0.304,1491.5716,0.180791,-424.175761,-424.166177,-424.165232,-424.211215,34.556
gdb_27184,c1nc(c(o1)C2CC2)O,3.17841,1.3049,0.99825,0.631,73.3,-0.2018,0.0042,0.206,1165.138,0.125352,-437.905075,-437.897276,-437.896332,-437.938002,29.207
gdb_127353,Cn1cnc2c1[nH]nc2,3.41952,1.70296,1.14505,5.3912,73.04,-0.215,0.0132,0.2282,1001.0575,0.116383,-413.006723,-412.999428,-412.998484,-413.03862,26.948
gdb_106973,CC1=CCC2(CO)NC12,4.00323,1.05568,0.94026,1.5523,81.08,-0.2275,0.0197,0.2472,1305.0946,0.171089,-403.132942,-403.124072,-403.123128,-403.166317,33.92
gdb_68528,CC12CC(C=C1)C1CC21,2.52168,1.93505,1.63972,0.1793,85.21,-0.2355,0.0199,0.2554,958.8847,0.185085,-349.942666,-349.935547,-349.934603,-349.973404,31.074
gdb_100117,CCC(C)(C)CN1CC1,3.40298,0.84434,0.83131,1.0314,93.33,-0.2299,0.0782,0.3081,1595.5664,0.238749,-369.590759,-369.579814,-369.57887,-369.626553,41.315
gdb_11340,CCC1=CC(=O)NC1,5.29014,1.22257,1.07157,4.6914,72.06,-0.2375,-0.0205,0.217,1113.8844,0.142899,-363.921342,-363.913233,-363.912288,-363.954546,29.139
gdb_21070,Cn1ncc(n1)CO,6.59021,1.27121,1.09256,1.5331,64.42,-0.245,0.0018,0.2468,1053.5855,0.119792,-395.979081,-395.971032,-395.970088,-396.013127,27.14
gdb_122351,CCOCC1C(C)C1C,3.11777,0.76471,0.70526,0.8325,90.87,-0.2454,0.0807,0.3261,1784.0616,0.226776,-389.477443,-389.4661,-389.465156,-389.514795,40.422
gdb_129293,N=C1ON=CC=C1C#N,3.20203,1.49703,1.02011,4.1944,72.95,-0.266,-0.1174,0.1485,1044.9825,0.078271,-431.654793,-431.647639,-431.646695,-431.68684,26.082
gdb_51363,O=CCC1C2C3CC3N12,4.25042,0.9414,0.87471,2.4341,76.37,-0.227,-0.0279,0.199,1332.9722,0.146636,-401.849093,-401.841054,-401.84011,-401.882672,30.376
gdb_58771,CC(O)C12CC(C1)OC2,3.04142,1.25938,1.21162,2.9103,77.6,-0.2323,0.0642,0.2965,1146.9529,0.182826,-424.202887,-424.194319,-424.193375,-424.235975,33.76
gdb_99935,CCC(C)(O)C#CC#C,3.70638,0.71079,0.68098,1.0889,94.83,-0.246,-0.0204,0.2255,1723.539,0.154945,-385.842129,-385.831404,-385.830459,-385.877714,39.317
gdb_2466,CC1CC2OC2C1,4.27085,2.60171,2.37208,1.8531,62.67,-0.2547,0.0908,0.3455,667.2061,0.14988,-309.720011,-309.713672,-309.712728,-309.749852,24.818
gdb_54065,CC(=O)C(NC=O)C#C,2.09443,1.23377,0.9383,2.5906,72.87,-0.2577,-0.0381,0.2196,1284.5104,0.120501,-437.891458,-437.88146,-437.880516,-437.927856,34.367
gdb_61509,CC(CN(C)C=O)C=O,2.9995,0.83182,0.76812,3.1357,77.49,-0.2419,-0.0352,0.2067,1541.6532,0.167982,-440.318902,-440.308257,-440.307312,-440.356083,36.367
gdb_73014,OC12CCC1C21CCC1,2.71132,1.46614,1.17584,1.2323,82.68,-0.2359,0.0703,0.3062,1139.5914,0.182467,-387.045878,-387.037222,-387.036278,-387.079239,33.592
gdb_33635,N#CC12C3CC=C1CN23,3.23093,1.55955,1.383,4.8442,77.93,-0.2369,-0.0627,0.1742,951.4066,0.113529,-379.557956,-379.55114,-379.550196,-379.589057,26.927
gdb_83169,CC1C2COC(=O)CN12,2.55129,1.55106,1.42622,3.4928,71.51,-0.2292,0.0083,0.2375,1009.895,0.148527,-439.090659,-439.082535,-439.081591,-439.123461,30.491
gdb_73936,CC1=C(CCC1=O)C#C,2.95383,1.2987,0.9173,3.1233,88.46,-0.2398,-0.0634,0.1764,1231.1683,0.134367,-384.715246,-384.706205,-384.705261,-384.74946,32.783
gdb_4573,Cc1cnc(cn1)O,5.84594,1.56079,1.24134,1.2359,67.81,-0.2381,-0.0442,0.1939,928.1786,0.108769,-378.787945,-378.781086,-378.780142,-378.819185,25.468
gdb_104916,CNC1(CC1(C)C)C#N,1.99552,1.54866,1.0372,4.8771,84.27,-0.2318,0.0323,0.2641,1249.2935,0.180433,-383.266871,-383.256433,-383.255489,-383.301809,38.473
gdb_101822,CCC(O)CCC(C)O,4.09026,0.57716,0.56791,0.1107,86.33,-0.2582,0.0694,0.3277,2117.1524,0.225874,-426.637293,-426.625475,-426.624531,-426.674929,42.805
gdb_47827,O=C1OCCCN2CC12,2.43459,1.76954,1.16586,4.0804,73.1,-0.2421,-0.0029,0.2392,1056.0205,0.149324,-439.083111,-439.075373,-439.074429,-439.115811,29.597
gdb_3663,Cc1c(onn1)N,3.68833,3.50383,1.81962,5.0224,53.57,-0.2228,-0.0137,0.2091,652.8895,0.089469,-356.682218,-356.67537,-356.674426,-356.713365,24.094
gdb_40230,C1OC11CCCC11CO1,2.14819,2.01178,1.27733,3.1114,74.42,-0.2551,0.0582,0.3132,1034.6746,0.159468,-422.995032,-422.987094,-422.98615,-423.027766,30.825
gdb_132525,Cc1ccc(nc1F)O,3.1178,1.3776,0.9611,1.5673,71.98,-0.228,-0.0196,0.2084,1145.5842,0.112995,-461.997392,-461.989659,-461.988715,-462.029873,29.09
gdb_65256,OC1(CC1)C1CCC=C1,2.9199,1.32513,1.13085,1.1628,82.79,-0.235,0.024,0.259,1170.1089,0.182544,-387.082285,-387.073385,-387.07244,-387.116103,34.223
gdb_47713,N=C1OCCCC11CC1,2.45314,1.72554,1.15326,3.1292,80.58,-0.245,0.0253,0.2703,1103.0092,0.173311,-403.161531,-403.153535,-403.152591,-403.194217,31.548
gdb_43241,O=C1C=C2C3C4C3N1C24,4.0467,1.12425,0.94618,2.6823,77.87,-0.2151,-0.046,0.1691,1171.3699,0.100268,-399.501512,-399.494192,-399.493248,-399.533938,27.237
gdb_62784,CC1(O)C2OC(C#C)C12,3.02814,1.31473,1.12418,0.7512,74.12,-0.23,0.0153,0.2452,1112.755,0.132823,-421.734764,-421.726032,-421.725088,-421.767669,33.638
gdb_41194,C1CC23CC(OCO2)C13,2.93471,1.78957,1.62367,1.5924,75.74,-0.2355,0.0676,0.3031,920.03,0.161265,-422.925043,-422.918306,-422.917362,-422.955626,28.73
gdb_121097,COCC1COC(N)=N1,4.68299,0.81957,0.75884,0.9683,74.07,-0.2225,0.0578,0.2803,1529.6979,0.159882,-456.356689,-456.347317,-456.346373,-456.391907,33.37
gdb_68578,CC12CC(CC#C)(C1)C2,4.07369,0.97586,0.91126,0.713,89.17,-0.2568,0.0566,0.3134,1369.3842,0.181288,-349.884587,-349.875573,-349.874629,-349.918167,35.289
gdb_5824,CC(C)(C)C(O)C#N,2.71901,1.684,1.37604,3.2494,71.1,-0.2954,0.012,0.3074,996.4193,0.162638,-365.083557,-365.073895,-365.072951,-365.117109,35.599
gdb_40118,C1CC12C3(CC3)OC=N2,2.365,1.9813,1.3037,1.5395,76.62,-0.2194,0.0217,0.2411,1002.1404,0.148067,-401.932235,-401.924661,-401.923717,-401.964812,30.096
gdb_123348,C#CCCc1cn[nH]n1,6.97033,0.72091,0.68505,0.3238,76.6,-0.2585,-0.0085,0.25,1573.2299,0.125455,-396.904074,-396.89565,-396.894706,-396.939002,30.0
gdb_12173,CC1C(CC1=O)C=O,3.77843,1.37558,1.07348,0.6642,67.56,-0.2551,-0.0331,0.222,1061.9619,0.127899,-383.762021,-383.753742,-383.752798,-383.795343,29.204
gdb_25416,c1c(ncc(=O)[nH]1)C=O,5.27254,1.04916,0.87504,4.7605,73.91,-0.254,-0.0782,0.1759,1202.0622,0.090733,-452.809208,-452.802094,-452.80115,-452.841156,26.164
gdb_113914,[NH3+]CC1CC1CC([O-])=O,2.61488,1.21412,0.99651,6.7048,75.02,-0.2374,0.0374,0.2747,1246.0875,0.172693,-440.302592,-440.29371,-440.292766,-440.336243,33.713
gdb_94203,CC1OCC1(C)N1CC1,2.76395,1.23981,1.11,2.4314,82.27,-0.2319,0.0782,0.31,1231.1002,0.192603,-404.297687,-404.288126,-404.287182,-404.332703,35.947
gdb_34501,C1CC12COC(=N2)C#N,4.54574,1.0773,0.94137,5.1033,75.86,-0.2546,-0.0566,0.198,1208.2404,0.113311,-416.813814,-416.806173,-416.805229,-416.846468,28.218
gdb_13941,OC1CCC11CCC1,3.24005,1.74733,1.45207,1.4057,74.46,-0.2476,0.0747,0.3223,957.1791,0.177704,-348.982972,-348.975099,-348.974154,-349.014994,30.704
gdb_128444,COC(=O)c1conn1,4.71922,1.05395,0.86625,1.953,62.66,-0.2917,-0.0594,0.2323,1237.8664,0.087913,-489.885521,-489.877449,-489.876504,-489.919074,27.506
gdb_65979,CC1(CNC1=O)C1CC1,2.22525,1.50613,1.37746,3.3849,78.76,-0.2439,0.0367,0.2806,1091.1217,0.170804,-403.162318,-403.15322,-403.152276,-403.196112,34.123
gdb_61386,CN(CC(=O)C=O)C=O,3.60226,0.82978,0.78526,3.1115,68.35,-0.2475,-0.1133,0.1343,1450.3143,0.120832,-475.055364,-475.045559,-475.044614,-475.091735,32.674
gdb_57466,CC(C)(C)C1COC1=N,2.45314,1.34385,1.09845,2.3637,82.59,-0.2616,0.0267,0.2883,1223.2618,0.1928,-404.359974,-404.350183,-404.349239,-404.394135,37.266
gdb_91665,OC1CC2CC1C21CO1,2.43366,1.86662,1.42831,2.9415,74.39,-0.2494,0.0812,0.3305,977.9662,0.161039,-422.990877,-422.983568,-422.982624,-423.02222,30.185
gdb_63095,CC1(C)C2N1CCC2=O,2.62958,1.41985,1.24093,2.4813,79.64,-0.2333,-0.0226,0.2107,1120.4395,0.170399,-403.158196,-403.149455,-403.148511,-403.191219,33.698
gdb_128805,COCc1ncnnn1,3.92571,1.14679,0.98039,1.8255,68.99,-0.2571,-0.0967,0.1604,1182.2985,0.112261,-450.080505,-450.072288,-450.071343,-450.114812,28.092
gdb_9436,CC1(CCC1=O)C#C,2.67642,1.75607,1.72642,2.5077,71.38,-0.2374,-0.0274,0.2099,894.1166,0.127688,-346.581645,-346.573217,-346.572273,-346.614656,30.821
gdb_43318,O=C1C=CC2NC12C#C,2.73258,1.70055,1.21049,3.7893,74.81,-0.2386,-0.0666,0.172,993.0266,0.100641,-399.506728,-399.499277,-399.498333,-399.538561,28.687
gdb_46131,O=C1OCC(CC#C)O1,3.81593,1.0064,0.82762,5.014,67.19,-0.2787,0.0314,0.3102,1312.3115,0.111961,-457.778675,-457.77046,-457.769516,-457.81257,29.33
gdb_61347,CC(OC(=N)C#C)C#N,3.19335,0.94039,0.80799,4.2943,75.6,-0.2852,-0.0469,0.2383,1393.2667,0.110068,-416.785998,-416.776624,-416.77568,-416.820814,33.089
gdb_124385,CC(=O)Oc1ncon1,5.08217,1.03038,0.97885,1.687,59.77,-0.2904,-0.0349,0.2556,1184.3059,0.088194,-489.907889,-489.899994,-489.89905,-489.941934,26.763
gdb_55928,CC(=O)OC1CC2OC12,4.16765,1.01928,0.91068,0.9927,68.86,-0.2621,0.0132,0.2753,1287.2615,0.133866,-458.95592,-458.947245,-458.946301,-458.990913,30.701
gdb_55518,NC(=[NH2+])CC(=O)C([O-])=O,1.48793,1.10634,0.78655,0.9173,64.09,-0.1977,-0.0145,0.1832,1471.7898,0.105204,-491.147261,-491.134327,-491.133383,-491.190821,38.814
gdb_127087,CN(C)c1cn[nH]c1O,2.64762,1.3304,1.07575,2.2672,74.46,-0.2114,0.0394,0.2508,1178.3033,0.148526,-435.265299,-435.256378,-435.255434,-435.299113,32.931
gdb_80473,CC1C2C(O)C(O)CN12,2.15246,1.66205,1.5223,1.2402,73.37,-0.2268,0.0508,0.2776,1018.945,0.172048,-440.256314,-440.247835,-440.24689,-440.28887,33.526
gdb_117562,CCNC(C#N)C1CC1,2.23805,1.02968,0.74692,3.2105,84.27,-0.2447,0.0329,0.2777,1573.2686,0.182122,-383.263038,-383.252894,-383.251949,-383.299071,36.266
gdb_119833,CCOC1=NCC(C)C1,5.26862,0.76962,0.6955,0.9128,85.18,-0.2407,0.0394,0.2801,1707.991,0.194256,-404.383222,-404.373507,-404.372563,-404.418389,35.525
gdb_51864,O=CCC1OCCC=C1,4.26173,0.90324,0.7816,3.7248,78.85,-0.2412,-0.0181,0.2231,1441.7459,0.158906,-423.04091,-423.032194,-423.03125,-423.075536,31.737
gdb_16261,O=C1CC2NC12C#C,3.39623,1.98587,1.42112,3.5828,67.24,-0.2412,-0.0265,0.2147,847.7916,0.094155,-361.395395,-361.388362,-361.387418,-361.426603,26.514
gdb_125906,CC1CC2=C(NN=C2)N1,3.88583,1.32187,1.11175,3.3601,77.89,-0.1886,0.0422,0.2308,1110.8653,0.151759,-398.144546,-398.137027,-398.136083,-398.176553,29.542
gdb_126838,CCn1nc(nn1)CO,4.63139,0.90715,0.83167,3.5432,71.21,-0.2723,-0.0262,0.2461,1408.9785,0.13663,-451.314182,-451.305272,-451.304327,-451.349434,30.841
gdb_6527,CC1(C)CC1(C)CO,3.10978,1.50172,1.23339,1.3621,78.9,-0.2563,0.0737,0.33,1097.9562,0.197664,-350.19522,-350.185139,-350.184195,-350.229284,37.407
gdb_21514,C(=O)(N)n1nnnn1,5.50278,1.78973,1.35049,4.9426,49.57,-0.3148,-0.0844,0.2303,796.0292,0.060895,-442.931781,-442.925301,-442.924357,-442.96296,22.373
gdb_113145,CC#CC1(O)CC1CO,2.12843,0.99012,0.74737,2.445,82.22,-0.2299,0.04,0.27,1564.8051,0.155672,-422.976271,-422.96549,-422.964546,-423.013961,37.629
gdb_118916,CCCC1(C)COC1=N,2.496,1.05832,0.96998,2.2921,83.27,-0.261,0.0317,0.2927,1390.7823,0.193238,-404.36101,-404.35099,-404.350046,-404.396172,36.74
gdb_47536,N=C1CC2NC2CCO1,2.69239,1.54282,1.0804,3.2374,76.73,-0.251,0.0181,0.2691,1118.8505,0.162307,-419.191748,-419.183994,-419.18305,-419.224152,30.393
gdb_94562,OC1COC1C1(O)CC1,2.79358,1.38062,1.19609,1.1426,71.29,-0.2524,0.0671,0.3196,1108.898,0.158957,-460.123523,-460.115051,-460.114107,-460.156654,32.867
gdb_29210,NC1=CC(=N)OC=C1O,3.19927,1.39054,0.96975,5.0305,75.59,-0.1862,-0.0222,0.164,1134.1876,0.113367,-453.97411,-453.966022,-453.965078,-454.006357,31.486
gdb_110435,OCC1C2C3C(N13)C2=O,2.98413,1.42721,1.20518,2.5057,67.82,-0.2431,-0.0142,0.229,1037.4527,0.124409,-437.821474,-437.814002,-437.813058,-437.853712,28.602
gdb_13254,C1CC(C1)OCC=O,7.76866,0.83996,0.79298,2.892,69.54,-0.2559,-0.0271,0.2288,1413.8217,0.151791,-384.926029,-384.917438,-384.916494,-384.960635,29.77
gdb_73901,CC1=C(CC(=O)N1)C#C,3.00412,1.23484,0.88472,3.1401,83.89,-0.2056,-0.0231,0.1825,1251.0489,0.122999,-400.782229,-400.773464,-400.77252,-400.815515,32.696
gdb_66631,OC12C3C1C1OC3C21O,2.75409,1.97704,1.49531,2.1047,63.03,-0.2293,0.0519,0.2812,873.5829,0.111849,-457.661266,-457.654305,-457.653361,-457.692215,28.251
gdb_9007,CC#CCC(=O)C=O,6.47079,0.86315,0.76872,1.1433,68.15,-0.2466,-0.0985,0.1481,1411.1335,0.102862,-382.533419,-382.524119,-382.523175,-382.569799,29.951
gdb_39,CCCC,23.44662,3.60588,3.38683,0.0,45.71,-0.317,0.0937,0.4107,426.2996,0.131708,-158.340943,-158.33517,-158.334226,-158.36894,19.668
gdb_75031,CC1=CC=CC=C(C1)C,1.99219,1.78567,1.03386,0.8885,96.39,-0.2013,-0.022,0.1793,1222.1236,0.183096,-349.992597,-349.983763,-349.982819,-350.025637,34.386
gdb_70325,OC12CC1OC1CC1C2,3.0011,1.5368,1.27549,2.1212,73.99,-0.22,0.0775,0.2975,1036.5091,0.159842,-422.985274,-422.977453,-422.976509,-423.017304,31.633
gdb_57429,CC(C)(C)C1NC1C#C,2.51879,1.21487,1.048,1.5564,88.69,-0.2448,0.0351,0.2799,1280.9683,0.191369,-367.158614,-367.148279,-367.147335,-367.193385,39.547
gdb_71835,CC12C3N=CN1CC23O,2.48092,1.8686,1.59561,1.3613,71.29,-0.2214,-0.0066,0.2149,923.3443,0.136317,-417.954104,-417.94649,-417.945546,-417.98568,30.018
gdb_37109,C1C2C1C13CC21OC=N3,3.78046,1.73462,1.67502,1.3295,70.04,-0.2001,0.0067,0.2068,852.2427,0.12578,-400.659471,-400.653238,-400.652294,-400.68954,26.5
gdb_36524,C#CCN1CCOCC1,3.89029,0.97644,0.83014,0.9132,81.88,-0.2231,0.0395,0.2626,1387.6961,0.171451,-403.100858,-403.092205,-403.091261,-403.134261,33.154
gdb_88903,OC1CC1CC#CC#N,6.04788,0.58379,0.55977,5.9393,83.73,-0.2748,-0.0333,0.2415,1875.5841,0.123338,-400.716942,-400.707838,-400.706894,-400.751921,32.462
gdb_91370,CC1CC2CC(O)C=C12,3.21955,1.15079,0.96525,2.1194,85.75,-0.231,0.015,0.2461,1292.9125,0.183121,-387.077775,-387.069193,-387.068249,-387.110874,33.764
gdb_73625,CC12CC=CC1OCO2,2.23859,2.00896,1.48783,1.5957,74.82,-0.2487,0.0106,0.2594,972.5521,0.160662,-423.046232,-423.038573,-423.037629,-423.07839,30.177
gdb_121113,CCCC1OCC(C)O1,4.59465,0.75615,0.69359,1.1112,83.29,-0.2493,0.0909,0.3402,1741.8594,0.204915,-425.446089,-425.435939,-425.434995,-425.48214,36.485
gdb_50744,O=CC1OCCNC1=O,2.36233,1.59311,1.06013,4.6248,66.71,-0.247,-0.0269,0.2201,1103.8766,0.12462,-475.056315,-475.048191,-475.047247,-475.089692,29.468
